 Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Debt ratio %,Class
11,69,8,8,35,40,40,28,1
21,79,17,17,49,54,53,8,1
15,68,11,11,33,37,36,23,1
19,76,15,15,44,49,50,19,1
20,76,14,15,44,50,50,21,1
17,71,13,13,37,41,41,16,1
15,65,12,12,33,34,33,16,1
17,72,13,14,40,43,44,19,1
18,75,14,14,41,46,47,15,1
14,72,10,11,38,42,42,16,1
14,58,8,8,32,36,30,27,1
16,61,13,13,28,31,30,12,1
19,76,15,15,41,46,47,14,1
16,60,13,13,27,30,29,12,1
15,57,9,9,33,37,27,26,1
19,76,15,15,43,48,49,18,1
15,73,11,11,39,44,45,23,1
16,74,12,12,39,44,45,21,1
6,67,5,5,31,35,36,29,1
21,79,17,16,49,54,53,18,1
17,75,13,13,42,46,47,21,1
13,57,9,9,28,33,29,18,1
21,79,17,16,49,53,54,14,1
17,77,13,15,47,51,51,26,1
18,76,15,15,43,48,49,22,1
20,79,16,16,47,52,53,16,1
19,75,14,14,43,48,47,14,1
17,75,13,13,42,47,47,22,1
16,42,12,12,24,21,12,8,1
17,71,12,12,37,43,41,26,1
16,69,13,13,35,38,39,15,1
19,74,15,15,49,52,46,22,1
18,71,15,15,37,41,43,16,1
20,78,16,16,47,52,52,16,1
20,78,16,15,45,51,52,21,1
22,79,17,17,48,54,54,12,1
16,72,12,12,38,43,44,19,1
16,71,13,13,37,40,42,20,1
18,72,14,14,38,42,43,15,1
19,76,15,15,44,48,49,17,1
16,69,13,13,35,38,40,15,1
11,51,8,7,20,22,20,19,1
16,71,13,13,37,40,39,19,1
18,74,14,15,40,45,46,12,1
22,80,17,17,50,56,56,18,1
21,79,17,17,49,55,55,17,1
21,79,17,16,46,52,53,13,1
22,80,18,18,48,52,55,14,1
21,79,17,16,49,54,53,17,1
21,79,17,16,48,53,54,13,1
13,54,9,8,22,24,16,23,1
17,70,13,13,35,38,39,11,1
20,78,16,16,44,50,52,18,1
21,79,17,16,48,53,54,12,1
21,79,17,17,48,53,54,18,1
19,77,14,14,46,51,49,17,1
20,78,16,16,45,51,52,18,1
18,74,14,14,42,47,46,19,1
20,78,16,16,45,51,52,18,1
19,76,15,15,43,48,49,18,1
21,80,17,17,47,52,54,13,1
21,78,16,16,45,51,52,19,1
19,76,14,14,43,48,49,17,1
16,69,13,13,35,38,39,15,1
21,79,17,17,48,52,53,6,1
8,66,6,6,31,34,35,28,1
21,79,17,16,49,54,54,17,1
17,75,13,13,43,47,46,20,1
21,79,17,17,49,53,53,7,1
19,76,15,15,43,48,49,18,1
16,67,13,13,32,35,35,15,1
19,67,14,14,40,45,42,14,1
19,76,14,14,43,48,49,17,1
20,79,17,16,44,50,53,17,1
18,75,14,14,42,46,46,20,1
22,80,17,17,49,55,56,18,1
20,78,16,16,45,50,51,18,1
21,78,16,16,45,51,52,19,1
20,78,16,15,46,51,51,19,1
18,75,14,15,42,46,46,12,1
19,77,15,15,45,49,50,18,1
19,76,15,15,44,49,49,10,1
19,77,15,15,45,50,50,16,1
16,70,13,13,36,39,39,19,1
15,57,11,11,2,3,0,8,1
19,76,15,15,44,49,50,18,1
20,78,16,16,45,51,52,19,1
17,71,13,13,38,41,41,16,1
17,69,13,13,33,37,37,17,1
17,74,13,13,40,44,45,21,1
19,77,15,15,46,50,50,16,1
19,76,15,15,43,48,49,17,1
19,75,15,15,43,48,48,3,1
17,71,13,13,38,42,41,17,1
18,41,9,9,41,38,10,28,1
17,73,13,13,40,43,44,20,1
21,80,17,17,48,53,54,16,1
16,75,11,11,39,45,45,21,1
18,74,14,14,41,46,46,15,1
14,54,8,8,31,36,26,28,1
17,71,13,13,37,41,42,19,1
16,43,12,12,22,19,10,7,1
16,66,12,12,31,34,34,16,1
13,49,10,9,21,23,20,18,1
16,71,13,13,37,40,42,20,1
20,78,16,16,44,49,51,16,1
15,72,11,11,38,42,41,16,1
14,73,11,11,43,48,44,22,1
9,66,7,7,31,34,35,28,1
15,57,11,11,6,7,3,10,1
20,79,17,17,47,53,54,14,1
20,78,16,15,45,51,52,21,1
19,77,15,15,45,49,50,18,1
21,79,17,16,49,54,53,17,1
17,74,14,15,44,48,46,18,1
18,76,15,15,43,48,49,21,1
21,79,17,17,49,54,53,8,1
19,76,15,15,43,47,49,17,1
15,43,11,11,24,22,12,7,1
15,57,11,11,9,11,7,14,1
20,77,15,15,45,50,51,20,1
21,78,16,16,46,51,52,10,1
15,64,10,10,34,36,33,21,1
16,42,12,12,28,20,11,10,1
20,79,16,16,47,51,53,23,1
20,78,16,16,47,52,52,18,1
18,75,14,14,41,46,47,14,1
18,75,14,14,42,47,46,21,1
19,73,14,14,44,48,45,19,1
15,66,12,12,31,34,34,16,1
19,77,16,16,44,49,50,12,1
21,79,17,16,48,53,54,19,1
13,44,9,10,11,11,10,22,1
21,78,16,16,46,51,53,17,1
18,75,14,14,41,46,47,15,1
17,74,14,14,40,45,46,22,1
18,75,14,14,42,47,47,20,1
22,80,18,18,55,59,57,14,1
22,80,18,18,49,54,56,19,1
21,79,17,16,49,54,54,17,1
20,77,16,16,44,49,51,16,1
21,79,17,16,48,53,54,19,1
20,76,14,15,44,50,49,23,1
12,68,9,9,34,38,39,27,1
19,76,15,15,43,48,49,5,1
21,79,17,17,47,52,53,6,1
20,78,16,16,46,51,52,16,1
21,79,17,16,49,54,55,17,1
14,53,10,10,21,23,17,22,1
19,75,15,15,42,46,46,14,1
16,67,12,13,31,34,35,16,1
20,78,16,16,44,49,51,15,1
19,73,12,14,43,47,44,20,1
22,80,17,17,50,55,56,18,1
22,80,18,18,49,54,56,19,1
19,76,15,15,44,49,50,18,1
12,53,9,8,20,22,18,20,1
17,75,13,13,43,47,46,20,1
17,70,13,13,36,40,40,15,1
21,79,17,17,48,54,53,11,1
19,77,15,15,46,51,51,21,1
21,78,16,16,46,51,52,19,1
16,44,7,7,36,39,12,28,1
21,79,17,17,49,53,54,16,1
21,78,16,16,47,52,53,18,1
21,79,17,16,48,54,54,13,1
21,79,16,16,45,51,52,19,1
21,79,16,16,49,55,53,19,1
18,74,14,14,42,47,46,18,1
21,79,16,16,49,53,53,15,1
21,79,16,16,46,51,53,19,1
11,71,8,8,39,45,42,27,1
20,77,16,16,45,50,51,16,1
21,79,17,16,49,54,54,17,1
21,79,17,17,47,52,53,6,1
19,78,15,15,47,51,52,23,1
20,78,16,16,45,51,52,17,1
6,62,5,5,25,28,29,27,1
22,80,17,17,48,53,55,13,1
20,76,15,15,44,48,50,21,1
16,42,12,12,24,21,11,7,1
11,70,8,8,37,42,41,28,1
21,80,17,17,48,53,54,11,1
18,75,14,14,41,46,47,13,1
19,75,15,15,48,52,47,20,1
16,64,12,12,33,34,32,11,1
17,70,13,13,36,40,40,15,1
15,49,10,10,29,26,17,13,1
13,46,9,10,10,11,11,20,1
16,72,12,12,37,42,43,20,1
20,76,15,15,45,50,51,21,1
18,75,14,14,42,47,47,14,1
14,72,11,11,43,47,44,23,1
18,71,13,13,37,41,41,16,1
19,76,15,15,43,48,50,21,1
15,72,12,12,42,45,44,24,1
19,76,15,15,47,51,49,15,1
17,74,13,13,40,45,45,19,1
16,71,13,13,37,40,40,15,1
18,76,14,14,45,50,49,20,1
21,79,17,17,47,52,54,15,1
11,58,8,8,20,22,19,26,1
19,77,15,15,46,51,50,16,1
15,70,13,13,35,38,39,20,1
17,69,13,13,34,38,39,11,1
17,76,14,14,43,48,48,22,1
18,74,14,15,41,46,46,11,1
15,73,12,12,40,44,45,24,1
21,79,17,16,49,54,53,18,1
19,73,12,13,44,48,44,21,1
18,48,7,8,41,44,15,33,1
15,50,7,8,34,38,22,30,1
22,80,17,17,50,56,56,17,1
16,74,11,11,38,44,44,20,1
19,76,14,14,47,52,49,15,1
19,76,15,15,43,48,49,17,1
21,79,17,17,50,55,55,14,1
18,68,14,14,34,37,38,6,1
19,76,15,15,44,49,49,10,1
16,72,12,12,37,42,43,20,1
19,76,15,15,45,49,49,21,1
21,80,17,17,48,53,54,16,1
20,78,16,16,46,51,52,16,1
18,74,15,15,45,48,46,16,1
19,68,15,15,34,37,37,2,1
21,78,16,16,46,51,52,11,1
19,76,15,15,45,49,49,21,1
18,74,14,15,40,45,46,12,1
21,79,16,16,49,53,53,15,1
1,61,1,1,24,27,28,37,1
16,72,13,13,39,43,44,19,1
18,71,14,14,37,41,42,16,1
22,80,18,18,49,54,56,19,1
20,78,16,16,45,51,52,19,1
16,63,12,12,31,34,32,17,1
19,77,15,15,46,51,51,19,1
16,71,13,13,42,46,47,21,1
21,80,17,17,48,53,54,18,1
20,77,16,16,44,49,51,15,1
22,80,17,17,50,56,56,17,1
16,71,13,13,37,40,42,20,1
20,76,14,15,44,49,49,23,1
15,71,12,12,36,40,41,21,1
16,73,12,12,40,44,45,21,1
17,75,14,15,44,48,47,17,1
18,66,14,14,33,35,35,3,1
21,79,16,16,48,54,53,19,1
19,78,16,15,45,50,52,21,1
18,75,14,14,41,47,47,15,1
20,78,16,16,45,51,52,17,1
20,79,17,16,46,52,54,16,1
16,71,13,13,37,40,40,19,1
20,79,16,16,46,51,53,16,1
17,76,13,13,43,47,48,21,1
21,79,17,16,46,52,53,13,1
16,62,12,12,30,32,29,21,1
17,69,12,12,37,41,38,13,1
17,71,13,13,37,41,42,19,1
19,78,15,15,45,50,51,18,1
21,80,17,17,47,52,54,13,1
18,75,14,14,41,45,46,20,1
20,78,16,16,45,49,51,18,1
15,70,12,12,33,37,38,20,1
21,79,17,16,48,53,54,19,1
17,71,12,12,40,45,42,25,1
17,72,13,13,39,43,43,16,1
19,76,15,15,43,48,49,1,1
16,74,13,13,41,46,47,21,1
12,50,9,8,20,22,20,18,1
20,76,15,15,43,49,48,13,1
21,79,17,16,49,54,53,18,1
20,76,15,15,45,50,48,19,1
17,74,14,14,40,45,46,22,1
20,78,16,16,46,51,53,22,1
10,67,8,8,33,36,37,28,1
17,72,13,13,39,42,42,14,1
18,41,7,8,42,45,9,33,1
20,78,16,16,46,51,52,16,1
19,77,15,15,44,49,51,10,1
19,74,15,15,48,52,46,21,1
17,74,13,13,40,45,45,19,1
19,77,15,15,44,49,51,20,1
16,66,12,13,31,34,35,15,1
17,42,14,14,38,20,12,17,1
18,76,14,14,42,47,49,18,1
22,80,17,17,50,56,56,18,1
21,79,17,16,46,52,53,13,1
16,71,13,13,42,46,47,21,1
21,79,16,16,49,54,53,19,1
22,80,17,17,49,55,56,18,1
20,79,17,16,46,51,53,17,1
19,77,16,16,44,49,51,11,1
19,77,15,15,45,50,51,18,1
22,80,17,17,49,56,55,18,1
21,79,17,17,48,53,54,12,1
20,78,16,16,45,50,52,18,1
21,79,17,16,49,54,53,18,1
17,69,13,13,33,37,37,16,1
17,61,13,13,29,32,30,11,1
18,70,14,14,35,40,38,10,1
16,74,13,13,40,46,46,20,1
16,70,13,13,35,39,39,19,1
20,79,17,16,46,51,53,17,1
12,50,9,8,18,20,19,19,1
18,75,14,15,42,46,46,12,1
13,58,9,9,27,31,29,20,1
17,70,13,13,36,40,40,15,1
12,68,9,9,34,38,39,27,1
16,64,13,13,28,30,28,26,1
20,78,16,16,45,49,51,18,1
20,78,15,15,45,51,52,20,1
22,79,17,17,48,54,55,19,1
17,75,13,13,42,46,47,21,1
16,74,11,11,39,44,45,21,1
19,77,15,15,44,48,50,19,1
17,74,13,14,40,45,45,21,1
19,76,15,15,43,48,49,17,1
19,76,15,15,47,51,48,18,1
21,79,17,16,49,54,53,18,1
19,78,15,15,44,49,52,17,1
17,71,13,13,38,41,41,18,1
17,71,13,13,39,42,43,19,1
20,78,15,15,46,51,51,19,1
16,64,12,12,26,33,32,10,1
15,72,11,11,43,46,44,23,1
17,74,14,15,44,48,46,18,1
17,74,14,14,40,45,46,22,1
19,78,16,16,44,49,53,22,1
22,79,17,17,49,54,54,13,1
19,77,15,15,44,49,50,19,1
18,76,15,15,40,46,47,15,1
18,77,14,14,45,50,50,21,1
17,72,13,13,39,42,41,16,1
15,43,11,11,23,21,12,9,1
21,78,16,16,46,51,52,12,1
19,72,12,14,43,47,43,21,1
21,79,17,16,49,54,53,18,1
18,76,14,14,42,47,49,21,1
17,75,13,13,41,46,47,21,1
17,72,13,13,39,42,41,15,1
21,79,17,16,49,54,53,18,1
15,70,12,12,33,37,37,22,1
18,76,15,15,40,44,48,16,1
15,72,12,12,41,45,44,24,1
21,80,17,17,49,55,55,18,1
21,79,17,16,47,52,53,19,1
13,72,9,10,38,43,43,16,1
16,42,12,12,25,20,11,8,1
11,71,8,8,37,41,42,29,1
21,79,17,17,50,54,53,8,1
16,66,12,13,31,34,34,15,1
19,77,15,15,44,49,50,19,1
21,80,17,17,48,52,54,15,1
19,73,15,15,40,44,44,11,1
21,79,17,16,46,52,53,19,1
20,77,16,16,43,48,51,9,1
15,54,8,8,32,36,25,27,1
20,77,16,16,44,49,51,11,1
16,64,13,13,27,29,27,27,1
22,80,18,18,48,54,56,20,1
15,69,11,11,33,37,36,23,1
0,65,0,0,27,30,30,31,1
11,49,7,8,8,8,9,23,1
14,51,9,8,24,28,19,12,1
20,79,17,17,47,53,54,15,1
21,79,16,16,46,52,53,6,1
20,78,16,16,46,51,52,15,1
13,54,9,9,20,22,17,21,1
17,73,13,13,39,43,43,14,1
20,77,16,16,44,49,51,11,1
21,79,17,16,48,53,54,12,1
16,56,9,9,32,36,25,24,1
19,75,15,15,42,46,46,13,1
21,79,17,16,48,54,54,13,1
20,78,16,16,45,51,52,17,1
19,76,15,15,46,50,48,19,1
19,76,15,15,47,51,49,15,1
17,76,13,13,43,47,48,22,1
21,79,16,16,49,55,53,18,1
19,75,15,15,42,46,46,13,1
18,74,14,14,43,47,46,19,1
19,74,14,14,44,48,45,19,1
16,71,13,13,37,40,39,18,1
19,74,15,15,43,48,46,11,1
20,78,16,16,46,51,52,17,1
18,75,14,14,41,46,47,13,1
16,70,13,13,34,38,39,19,1
17,74,14,15,44,48,46,18,1
18,74,14,14,43,47,46,19,1
21,79,17,16,47,52,53,19,1
17,68,11,11,36,42,36,10,1
21,79,16,16,46,51,52,13,1
19,76,15,15,45,49,49,19,1
19,76,15,15,45,50,50,21,1
19,77,15,15,45,49,50,20,1
20,78,16,16,45,50,51,19,1
16,65,12,13,32,34,33,13,1
20,78,16,16,45,50,51,19,1
17,71,13,13,37,41,41,16,1
21,79,16,16,49,53,53,15,1
19,77,15,15,45,49,50,20,1
16,72,12,12,43,46,44,23,1
21,80,17,17,48,53,54,9,1
7,61,5,5,21,24,25,29,1
19,76,15,15,43,48,49,17,1
17,73,13,13,40,44,44,21,1
21,79,17,16,49,53,54,14,1
17,60,13,13,27,30,29,11,1
18,74,14,14,42,47,46,19,1
19,76,15,15,43,48,49,18,1
16,74,11,11,38,45,45,21,1
15,72,12,12,41,44,44,24,1
20,76,15,15,43,49,48,13,1
18,73,14,14,39,44,44,14,1
19,77,15,15,44,49,50,19,1
19,76,15,15,44,49,50,19,1
18,74,14,14,41,46,46,22,1
19,76,14,14,47,52,49,18,1
16,74,12,12,40,45,46,21,1
20,76,15,15,44,48,50,21,1
19,78,15,15,44,49,52,17,1
18,74,14,14,41,46,46,15,1
11,69,8,8,36,41,40,28,1
16,71,13,13,37,40,41,18,1
19,73,13,14,44,48,44,20,1
19,77,14,14,43,48,49,16,1
18,74,14,15,44,48,46,18,1
21,79,17,17,48,54,53,12,1
21,79,16,16,46,51,53,19,1
21,79,16,16,49,53,53,16,1
16,42,14,14,33,20,12,13,1
16,71,13,13,37,41,40,18,1
20,78,16,15,45,51,52,20,1
20,79,16,16,47,52,53,23,1
17,74,13,13,40,46,46,19,1
10,54,7,7,19,22,18,36,1
19,76,14,14,47,52,49,18,1
17,73,13,13,40,43,44,20,1
20,77,15,15,45,50,51,20,1
20,76,15,15,43,49,49,12,1
20,76,16,16,44,48,50,22,1
22,80,18,18,50,55,56,19,1
18,76,14,14,42,47,49,21,1
17,71,13,13,37,41,41,17,1
18,74,14,14,42,47,46,19,1
21,79,17,16,48,53,54,19,1
16,46,7,8,38,41,16,31,1
21,79,17,16,49,54,54,17,1
18,76,14,14,45,50,49,21,1
14,55,10,10,20,22,16,23,1
17,74,14,13,40,44,45,20,1
13,66,9,9,34,38,36,26,1
17,63,13,13,32,34,31,11,1
21,79,16,16,46,51,53,16,1
19,76,15,15,43,48,49,15,1
20,78,16,16,46,51,52,16,1
15,70,12,12,33,37,37,22,1
17,68,12,12,35,40,37,9,1
17,55,7,8,40,43,21,33,1
18,72,14,14,39,45,44,15,1
20,79,17,16,44,50,54,17,1
20,78,16,16,45,50,52,11,1
16,63,12,12,26,33,31,12,1
17,75,13,13,41,46,47,21,1
18,75,14,14,41,46,47,14,1
18,75,14,14,41,46,47,14,1
19,76,15,15,43,48,49,22,1
20,78,16,16,44,49,51,16,1
17,72,13,13,39,42,42,14,1
16,71,13,13,37,40,40,15,1
22,80,18,18,54,58,57,16,1
19,73,14,14,44,48,45,19,1
20,78,16,16,45,50,52,11,1
18,75,14,14,40,45,47,15,1
17,72,13,13,38,42,41,16,1
21,79,16,16,46,52,53,7,1
16,71,13,13,37,40,39,18,1
13,43,9,10,11,11,10,22,1
21,79,17,16,47,52,53,19,1
17,74,13,14,40,45,45,21,1
20,78,16,16,45,50,51,18,1
20,78,16,16,47,52,52,18,1
17,75,13,13,41,46,47,21,1
21,79,16,16,49,55,53,19,1
18,72,14,14,38,42,43,15,1
22,79,17,17,49,54,54,13,1
21,79,17,16,48,53,54,19,1
16,67,12,13,31,34,35,16,1
16,70,13,13,36,39,39,19,1
22,80,17,17,48,54,56,20,1
16,69,13,13,34,38,39,16,1
18,76,14,14,42,47,49,20,1
17,69,13,13,35,38,39,14,1
16,63,13,13,29,31,28,23,1
18,75,14,14,43,47,46,20,1
19,76,14,15,45,50,49,21,1
12,58,8,9,25,28,28,24,1
21,79,17,16,47,52,53,19,1
21,79,17,16,48,53,54,14,1
19,76,15,15,44,49,50,18,1
21,79,16,16,49,53,53,16,1
15,72,11,11,38,43,43,16,1
20,77,15,15,45,49,50,21,1
13,72,9,10,38,42,42,16,1
16,50,12,12,12,11,5,7,1
18,75,14,14,41,46,47,15,1
18,75,14,14,42,47,47,15,1
11,68,8,8,34,38,39,28,1
18,71,14,14,37,41,43,15,1
18,76,15,15,40,44,48,16,1
20,78,16,15,45,51,51,19,1
19,75,15,15,47,51,47,20,1
20,76,15,15,45,50,48,19,1
21,80,17,17,47,52,54,12,1
21,79,16,16,46,51,52,13,1
20,78,16,15,46,50,51,19,1
19,76,15,15,41,46,47,16,1
18,72,14,14,39,45,43,18,1
19,76,14,14,47,52,49,15,1
21,81,17,17,47,52,56,13,1
18,73,14,14,39,43,43,13,1
16,66,13,13,32,34,35,15,1
19,78,15,15,44,49,52,17,1
16,74,11,11,38,45,45,21,1
16,72,12,12,37,42,43,20,1
21,79,17,16,48,53,54,19,1
16,66,12,13,31,34,35,15,1
19,76,15,15,44,49,50,18,1
18,75,14,14,43,48,47,14,1
21,78,16,16,47,52,53,18,1
18,76,15,15,43,48,49,22,1
17,74,13,14,40,45,45,21,1
12,71,9,9,40,46,42,26,1
19,76,15,15,43,48,49,17,1
22,80,17,17,49,55,55,18,1
20,76,15,15,43,49,48,13,1
19,76,15,15,44,49,50,18,1
22,79,17,17,48,53,54,19,1
20,78,16,16,44,50,52,17,1
18,74,14,14,42,47,46,19,1
15,58,11,11,27,31,29,14,1
19,76,15,15,43,48,49,6,1
19,77,16,16,44,49,50,12,1
20,77,16,15,46,52,50,16,1
21,79,17,16,49,53,54,15,1
17,71,14,14,37,41,42,16,1
20,77,16,16,44,49,51,16,1
20,79,17,16,46,51,53,17,1
21,80,17,17,49,54,55,17,1
16,66,12,13,30,33,34,16,1
19,76,15,15,42,46,49,16,1
21,79,17,17,49,54,53,8,1
21,79,17,16,47,52,53,19,1
16,74,11,11,38,44,45,21,1
21,79,16,16,49,53,53,16,1
16,74,11,11,38,45,45,21,1
21,78,16,16,46,51,52,18,1
17,74,14,14,40,45,46,20,1
18,76,14,14,45,50,49,21,1
18,71,15,15,37,41,43,16,1
21,79,17,17,47,52,54,14,1
18,75,15,14,43,47,48,21,1
20,77,16,16,45,51,51,16,1
21,79,17,17,47,52,54,14,1
16,73,11,11,38,44,45,20,1
13,49,10,9,21,23,20,18,1
20,78,15,15,46,51,51,19,1
15,72,12,12,39,44,44,25,1
20,76,15,15,44,49,49,23,1
20,76,15,15,45,50,51,22,1
18,70,14,14,35,39,38,10,1
11,71,8,8,37,41,42,29,1
20,78,16,15,48,53,51,16,1
14,62,9,9,33,37,32,26,1
15,67,10,11,35,39,37,24,1
19,76,15,15,44,49,49,18,1
18,71,15,15,37,41,43,16,1
19,77,15,15,44,50,51,16,1
21,79,16,16,45,51,52,19,1
21,79,17,16,49,53,54,15,1
20,77,16,16,46,52,51,16,1
20,78,16,16,45,51,52,21,1
17,71,13,13,37,41,41,16,1
22,80,17,17,49,55,55,18,1
19,74,14,14,44,48,45,19,1
18,69,14,14,36,41,37,10,1
20,77,16,16,44,49,50,14,1
17,71,13,13,38,41,41,16,1
19,76,15,15,43,48,48,14,1
10,67,8,8,33,36,37,28,1
16,72,12,12,37,42,43,20,1
18,75,14,14,41,46,47,12,1
19,78,15,15,47,51,52,23,1
22,80,17,17,49,55,56,15,1
21,81,17,17,47,52,56,13,1
17,68,13,13,32,36,36,16,1
15,59,10,10,30,34,29,18,1
18,76,14,15,46,50,51,25,1
20,77,16,16,44,49,51,16,1
18,74,14,14,42,47,46,18,1
20,77,16,16,45,51,51,16,1
16,70,13,13,34,38,39,19,1
20,79,16,16,46,51,53,17,1
19,75,15,15,43,48,47,13,1
19,76,15,15,45,49,49,21,1
20,78,16,16,46,51,52,16,1
11,67,8,8,32,36,36,27,1
19,77,15,15,43,48,50,19,1
21,80,17,17,48,53,54,16,1
19,77,15,15,45,51,51,18,1
17,75,13,13,41,46,47,21,1
12,59,9,10,23,25,25,24,1
20,79,16,16,47,53,53,16,1
18,74,15,14,43,47,46,19,1
17,75,14,13,41,45,46,20,1
15,70,10,11,35,40,39,24,1
18,75,14,14,41,45,46,21,1
16,74,13,13,41,45,46,21,1
20,78,16,16,45,51,52,18,1
17,73,13,13,39,45,45,23,1
19,77,15,15,43,48,50,15,1
20,78,16,16,48,52,51,10,1
20,78,16,16,46,50,51,19,1
21,78,16,16,46,51,52,19,1
16,70,13,13,35,39,39,13,1
14,65,9,9,34,38,35,26,1
13,56,9,9,20,22,16,23,1
20,76,14,15,44,50,49,23,1
23,80,18,18,49,54,57,19,1
19,76,15,15,47,52,49,19,1
19,77,16,16,44,49,51,11,1
20,76,15,15,43,49,48,13,1
19,72,12,14,42,47,43,21,1
20,79,16,16,46,51,53,17,1
21,79,16,16,49,55,53,19,1
18,74,15,14,43,47,46,18,1
21,79,17,16,48,53,54,12,1
19,75,15,15,46,51,47,19,1
18,74,14,15,42,47,46,11,1
21,78,16,16,46,51,52,13,1
17,71,13,13,37,41,42,19,1
18,42,7,8,41,44,10,32,1
20,78,16,16,44,49,52,17,1
18,76,15,15,43,48,49,22,1
21,80,17,17,47,52,54,12,1
21,79,17,16,46,52,53,13,1
21,79,17,16,46,52,53,13,1
17,56,7,8,40,43,21,33,1
10,59,7,7,20,22,22,28,1
20,78,16,16,45,49,52,18,1
17,71,13,13,37,41,41,16,1
12,48,9,8,17,19,17,20,1
14,51,8,8,25,29,18,15,1
21,80,17,17,47,52,55,13,1
16,42,12,12,24,21,12,8,1
22,80,17,17,51,56,56,14,1
16,67,12,13,31,34,35,16,1
21,80,17,17,48,52,54,15,1
19,77,15,15,44,49,50,19,1
19,77,14,14,46,50,49,16,1
16,64,13,13,30,33,33,14,1
21,79,16,16,46,51,53,19,1
18,73,14,14,39,45,45,15,1
21,78,16,16,47,52,53,18,1
20,76,16,16,44,48,50,22,1
19,78,15,15,44,50,52,17,1
21,80,17,17,48,52,54,15,1
19,74,15,15,41,46,46,15,1
22,80,17,17,50,56,56,18,1
24,81,18,18,49,54,56,22,1
21,79,17,17,47,53,54,13,1
17,71,13,13,37,41,43,19,1
21,79,16,16,46,51,53,19,1
17,74,14,15,44,48,46,18,1
18,75,14,14,43,47,46,20,1
22,80,17,17,52,58,56,16,1
24,80,19,19,49,54,56,21,1
10,71,8,8,36,40,40,19,1
11,54,7,7,24,26,20,25,1
19,76,14,14,46,51,48,18,1
18,74,13,14,43,47,45,20,1
17,72,13,13,39,44,43,17,1
18,74,14,14,41,45,47,22,1
13,48,9,9,21,21,17,15,1
18,74,14,13,43,47,46,20,1
19,76,15,15,44,48,49,17,1
21,79,17,16,48,53,54,22,1
19,76,15,15,46,51,48,19,1
16,61,12,12,32,34,30,16,1
21,79,17,17,48,53,54,18,1
17,75,13,13,41,46,47,21,1
19,67,14,14,40,44,42,14,1
16,74,13,13,40,46,46,19,1
15,72,11,11,43,46,44,23,1
18,62,14,14,36,35,30,7,1
19,76,15,15,42,47,49,17,1
16,72,13,13,39,43,44,19,1
10,58,7,7,20,22,22,26,1
20,77,16,16,44,49,51,15,1
19,76,15,15,43,48,48,14,1
19,76,15,15,47,52,50,20,1
17,75,14,13,41,45,46,20,1
19,74,15,15,43,47,46,12,1
20,78,16,16,47,52,52,6,1
16,69,13,13,35,38,40,15,1
13,57,9,9,28,33,29,18,1
22,80,17,17,49,55,56,19,1
17,74,14,14,40,45,46,22,1
20,78,16,16,45,51,52,21,1
17,73,13,13,39,43,43,15,1
16,75,13,13,41,46,47,21,1
11,69,8,8,36,41,40,28,1
20,78,16,15,45,51,51,19,1
19,77,16,16,44,49,50,12,1
17,74,14,14,40,45,46,22,1
22,80,17,17,50,56,56,15,1
19,76,15,15,44,49,49,19,1
21,80,17,17,49,55,54,18,1
16,64,12,12,33,34,32,12,1
20,78,16,16,44,49,52,10,1
17,75,14,15,44,48,47,17,1
18,74,14,14,42,47,46,18,1
11,70,9,9,36,39,39,19,1
17,74,14,14,40,45,46,22,1
20,79,16,16,47,53,53,16,1
17,76,13,13,43,48,48,22,1
13,56,10,10,3,3,1,14,1
18,74,14,14,41,45,47,22,1
15,70,13,13,35,38,39,20,1
19,76,15,15,47,52,50,20,1
19,76,15,15,41,46,47,14,1
21,79,17,17,49,53,54,16,1
21,79,17,16,49,54,53,18,1
18,70,14,14,34,38,38,9,1
19,76,14,14,42,46,49,17,1
18,76,15,15,40,44,48,16,1
20,79,16,16,46,51,53,17,1
19,76,14,14,43,48,49,17,1
14,51,9,8,23,27,19,13,1
17,71,13,13,38,42,41,16,1
17,74,14,15,44,48,46,18,1
21,79,17,16,49,54,54,18,1
19,77,15,15,45,50,50,16,1
20,78,16,16,44,49,51,14,1
21,79,17,17,47,53,54,13,1
21,80,17,17,47,52,54,12,1
10,54,8,8,4,4,3,22,1
20,78,15,15,46,51,52,20,1
21,79,16,16,49,53,53,16,1
22,80,17,17,50,56,56,18,1
23,80,19,19,49,54,56,20,1
17,75,14,14,44,49,47,18,1
14,55,10,10,20,22,16,23,1
18,76,15,15,43,48,49,20,1
16,72,13,13,39,43,44,19,1
20,78,16,16,46,51,52,16,1
16,55,8,8,35,38,24,28,1
12,49,9,8,15,17,16,19,1
19,76,14,14,47,52,49,16,1
16,74,11,11,38,44,44,20,1
22,80,17,17,49,56,55,20,1
18,74,14,14,43,47,46,18,1
18,45,7,8,42,45,12,33,1
21,80,17,17,49,55,54,18,1
17,74,14,14,40,45,46,22,1
16,70,13,13,34,38,39,19,1
15,70,13,13,36,38,40,20,1
20,76,15,15,44,48,50,21,1
19,77,15,15,44,50,51,16,1
20,77,16,16,44,49,51,15,1
